snaqV,ntaxa,nhybrids,runtime,threads
v1.1,11,0,1.088378509,3
v1.1,12,0,2.142956434,3
v1.1,13,0,3.037144864,3
v1.1,14,0,1.422973921,3
v1.1,15,0,5.963932411,3
v1.1,16,0,9.641676642,3
v1.1,17,0,15.510190175,3
v1.1,18,0,11.414932155,3
v1.1,19,0,73.087152793,3
v1.1,20,0,10.338762764,3
v1.1,21,0,48.725282368,3
v1.1,22,0,66.957443169,3
v1.1,23,0,97.017219826,3
v1.1,24,0,101.622762845,3
v1.1,25,0,157.778990225,3
v1.1,4,0,0.000818884,3
v1.1,5,0,0.003757924,3
v1.1,6,0,0.002664396,3
v1.1,7,0,0.020288942,3
v1.1,8,0,0.146934134,3
v1.1,9,0,0.188917049,3
v1.1,10,0,0.21794188,3
v1.1,11,0,0.915546434,3
v1.1,12,0,1.414950826,3
v1.1,13,0,1.493828256,3
v1.1,14,0,4.556958354,3
v1.1,15,0,5.16603086,3
v1.1,16,0,13.161994807,3
v1.1,17,0,17.228549004,3
v1.1,18,0,21.061423612,3
v1.1,19,0,36.010544715,3
v1.1,20,0,22.607357459,3
v1.1,21,0,67.531311324,3
v1.1,22,0,180.714217892,3
v1.1,23,0,248.596424883,3
v1.1,24,0,35.565097698,3
v1.1,25,0,54.717095548,3
v1.1,4,0,0.000900449,3
v1.1,5,0,0.002817207,3
v1.1,6,0,0.005379091,3
v1.1,7,0,0.047417931,3
v1.1,8,0,0.051285698,3
v1.1,9,0,0.146358933,3
v1.1,10,0,0.67838457,3
v1.1,11,0,0.539337472,3
v1.1,12,0,0.816975915,3
v1.1,13,0,8.806593853,3
v1.1,14,0,2.928447982,3
v1.1,15,0,5.372787598,3
v1.1,16,0,6.152441845,3
v1.1,17,0,11.222030776,3
v1.1,18,0,4.503317513,3
v1.1,19,0,35.944320189,3
v1.1,20,0,34.074745474,3
v1.1,21,0,53.962133693,3
v1.1,22,0,149.428876896,3
v1.1,23,0,71.225400623,3
v1.1,24,0,127.363544771,3
v1.1,25,0,81.800139692,3
v1.1,4,0,0.001183912,3
v1.1,5,0,0.002084893,3
v1.1,6,0,0.007282088,3
v1.1,7,0,0.018744197,3
v1.1,8,0,0.228668567,3
v1.1,9,0,0.255558716,3
v1.1,10,0,0.175488331,3
v1.1,11,0,1.263185429,3
v1.1,12,0,2.392747455,3
v1.1,13,0,2.900603281,3
v1.1,14,0,3.19281709,3
v1.1,15,0,8.488846855,3
v1.1,16,0,17.007523305,3
v1.1,17,0,6.198035895,3
v1.1,18,0,8.140114863,3
v1.1,19,0,57.411448297,3
v1.1,20,0,46.442192757,3
v1.1,21,0,14.941666919,3
v1.1,22,0,13.022908306,3
v1.1,23,0,22.255187901,3
v1.1,24,0,116.917292071,3
v1.1,25,0,62.255906908,3
v1.1,4,0,0.000821755,3
v1.1,5,0,0.001587409,3
v1.1,6,0,0.00531029,3
v1.1,7,0,0.02410867,3
v1.1,8,0,0.060230717,3
v1.1,9,0,0.178635267,3
v1.1,10,0,0.571200043,3
v1.1,11,0,0.620395922,3
v1.1,12,0,2.800149613,3
v1.1,13,0,5.601022305,3
v1.1,14,0,4.09507115,3
v1.1,15,0,5.764889864,3
v1.1,16,0,5.009452881,3
v1.1,17,0,11.548317617,3
v1.1,18,0,11.090144003,3
v1.1,19,0,14.204038928,3
v1.1,20,0,2.468439525,3
v1.1,21,0,47.614716373,3
v1.1,22,0,165.839009812,3
v1.1,23,0,111.460342064,3
v1.1,24,0,95.55477871,3
v1.1,25,0,9.241271405,3
v1.1,4,0,0.000776828,3
v1.1,5,0,0.002804614,3
v1.1,6,0,0.005893202,3
v1.1,7,0,0.059755999,3
v1.1,8,0,0.051978744,3
v1.1,9,0,0.209573895,3
v1.1,10,0,0.246819615,3
v1.1,11,0,0.701137094,3
v1.1,12,0,1.413328759,3
v1.1,13,0,1.282099919,3
