estnet,numgt,numprocs,probQR,propQuartets,whichSNaQ,runtime,netRF,majortreeRF,mean_gtee,ntaxa,nhybrids_true,nhybrids_est,ils,replicateid
"((((9,((11,10):0.2601091074335438,12):0.7181291798015528):0.6556567415659803,((((((14,13):0.6351275631958284,(16,15):0.8241576501120345):0.5182552340264647,#H21:::0.4879559269669407):1.2585519616840486,((17,18):1.4286352655761447,(19)#H21:::0.5120440730330593):0.6127248623062871):1.2234047185157395,20):0.6396365670865847,((((2,#H25:::0.41254067652504367):1.2340122581410171,3):0.4121266632955122,(1)#H25:::0.5874593234749563):0.5515711307146094,4):1.4078843828102787):0.5820907218689085):0.7481936374634974,(8)#H23:::0.9899669657879376):0.5949833462020079,(7,(6,#H23:::0.010033034212062326):2.1740181149705648e-8):0.772138745775985,5);",300,4,0.0,1.0,1,106647.443291038,8,2,0.26470598333333334,20,3,3,med,74
"(((7,6):0.8584785749894931,(5,(8)#H25:::0.5515890920906454):0.0):1.4760166628568272,((9,#H31:::0.21461085406198244):0.009165781498253655,(12,(11,(10)#H31:::0.7853891459380176):0.575361544278105):1.2233594441087534):0.5658874731207271,(#H25:::0.44841090790935456,((((2,3):0.18603243554362717,1):0.9587758197933646,4):1.267398914660828,(20,((((13,14):0.746205122066896,(15,16):0.6134590496292227):1.0377458768421137,(19,((17,18):1.8319473567830382)#H33:1.4529194152914417e-6::0.508619746628094):0.5871122737044719):1.0174397611536836,#H33:0.0004943445358773934::0.4913802533719061):0.8466522648807037):0.6991014559199522):0.6797050195235805):1.8429963192111277e-6);",300,8,0.0,1.0,1,82929.195373594,14,4,0.27098052000000017,20,3,3,med,54
"((12,(9,((#H25:::0.43407636847303843,((20,(((17,18):1.5220192218044841,(19)#H23:::0.7290140181090716):0.3034170225534461,(((15,16):0.7183240959580167,(14,13):0.6737626561616378):0.5135084537588056,#H23:::0.2709859818909283):0.9333297866744891):1.6003760812758736):0.5782421439443525,((2,((3,1):0.0)#H27:5.364923887998935e-7::0.7310187670853632):2.7565666905768103,(4,#H27:0.28023659909319304::0.26898123291463677):2.1207318665703904e-6):1.3190414738611225):0.6951602206703372):2.592572031638168e-7,((8)#H25:::0.5659236315269616,(5,(7,6):0.6989168934222182):2.7738484608440713e-6):1.5287509835310014):0.8136295220458416):0.6921898887138772):0.21178374760544366,10,11);",300,4,0.0,1.0,1,318064.635353255,10,4,0.2700001366666668,20,3,3,med,12
"((((12,#H23:::0.4979033215492101):0.931514328170793,(10,(11)#H23:::0.5020966784507899):0.931514328170793):0.5786225312708794,((8,(5,(6,7):0.7115332133523471):0.6681235776704281):0.7331073824254666,(((((18,17):2.128342733453957,(19,#H27:9.874691198476862::0.20554265756200937):7.128744756963814):0.3613996060398665,(((14,13):0.7154952209630128,(15,16):0.6761890800709184):0.47433191585516454)#H27:8.85067972361519::0.7944573424379906):1.1209383102365833,20):0.5951578862067374,(((2,1):0.18451543221276676,3):0.823361408685542,(4)#H21:::0.9678338489069405):1.510832117910101):0.6986950371247974):0.6585954150769513):0.0,9,#H21:::0.03216615109305958);",300,8,0.0,1.0,1,84947.718135426,8,4,0.2745099233333333,20,3,3,med,59
"((8,((((20,(((18,17):2.0875343481550708,(19)#H25:::0.7299116085471239):0.3811041229337243,(((14,13):0.7286713283276733,(15,16):0.627280772185125):0.02495291108850392,#H25:::0.2700883914528761):1.5023103382550633):1.2864703671228603):0.6657133547152294,(4,((3,(2,(1)#H27:::0.666610116812494):0.28907221837034097):0.9267683933731018,#H27:::0.3333898831875059):0.3204178629241813):1.4922802281729717):0.7756145493356358,(9,(10,(11,12):0.1172084193544488):0.9328433995700182):0.5733129881973091):0.22331736509395925)#H23:0.4875060684523713::1.0):0.6935581525644855,(7,6):0.7560757805471295,(5,#H23:2.8209692098129886::0.0):0.0014047458064858867);",300,8,0.0,1.0,1,95464.557836641,8,2,0.2550981400000001,20,3,3,med,57
"((((((2,1):0.2775390629483431,3):0.8415587444256336,4):1.416866721340428,(((8,(5,((7,6):0.3404565351500701)#H23:0.31586600368750317::0.9813808392549827):0.7014059664584635):0.6512642250686063,((9)#H27:::0.8280455048862831,(10,(12,(11,#H27:::0.1719544951137169):2.017430135484794e-8):0.15925325867948745):1.1828352032118123):0.4348843400586473):9.502389716899324e-11,#H23:10.0::0.0186191607450173):0.5846479331365204):0.6210133907587335,20):1.2880828944758713,((17,18):1.406121988464055,#H21:::0.44482759438804204):0.9699698259019475,(((16,15):0.6006946696084327,(13,14):0.5528688958012444):0.6346865821494886,(19)#H21:::0.555172405611958):0.958204393119182);",300,16,0.0,1.0,1,88923.424164158,10,4,0.27843148000000006,20,3,3,med,16
"(((4,((20,(((18,17):1.714379604390262,(19)#H25:::0.6882492643521421):0.5275004086003369,((14,13):0.7200281650430386,((15,16):0.6111377568030747,#H25:::0.311750735647858):1.2004038726632722e-6):1.6698265171830158):1.5485472650930354):0.6754441696752119,(((5,(7,6):0.539567448641401):0.5913605544450722,(8,#H21:8.448248374979332e-5::0.17424030875051974):0.15463219687309013):0.9727532886353376,((9,((10,(11,(12)#H29:::0.799423147510096):0.34435460469087453):0.8013300002638509,#H29:::0.200576852489904):0.2612577345499283):0.07309076004228408)#H21:2.131654888247805::0.8257596912494802):0.4797547308138408):1.5877341711409858):0.8411284697349785,1):0.23606499740146503,2,3);",300,4,0.0,1.0,1,141271.349625152,10,0,0.2664707233333333,20,3,3,med,66
"((((2,(3,#H21:0.0::0.07070629047791432):6.04801766867072e-10):0.17768869255387845,1):1.1066105972840752,4):1.7554306804667483,(((8,((7,6):0.66518633475605,5):0.8396966462129863):0.6083195183023679,(((11,(10,#H23:::0.39757108361219046):5.6844208723177113e-11):0.04204472718866265,12):1.5687525531796813,(9)#H23:::0.6024289163878096):0.3894073167742158):0.7193890448338052)#H21:1.0164619656241646e-10::0.9292937095220857,(20,((((15,16):0.6950534987228241,(14,13):0.6941455822196609):1.151210191686634,(19,((17,18):1.8738875124901713)#H27:0.0::0.6594025311646112):0.43774073703652383):1.086503001718513,#H27:10.0::0.3405974688353888):0.3947484807417604):0.5844666007693129);",300,4,0.0,1.0,1,119770.963091186,16,2,0.26666678666666666,20,3,3,med,42
"((3,(4,((((((17,18):1.5198065516897659,(19)#H23:::0.7537355973445671):0.43966201529483634,(((16,15):0.7099523258965499,(13,14):0.7565001565740459):2.054806521552486e-10,#H23:::0.24626440265543295):1.2517173970201985):1.3327287109191974,20):0.6139733847633727,(((((10,#H21:1.989654016070521e-6::0.014933404195606483):2.739067912877458e-9,11):0.29605841375334163,12):0.6565616173994102,9):0.7477105479607167,(((5,(6,7):0.6010315800901778):0.706020611681787,8):2.4595985096157033e-9)#H21:0.7568360005091852::0.9850665958043935):0.5316658554671841):1.6407260183337058)#H25:0.0::0.6370781108760649):4.8138860362437015):0.07532120264067017,(1,#H25:1.2846643629284482::0.3629218891239351):0.11634885469599549,2);",300,8,0.0,1.0,1,226977.035709917,14,4,0.2733334733333333,20,3,3,med,35
"(((((11,12):0.20867582403748727,(10,#H21:9.973597003119355::0.030454939815591088):2.555304653424936e-9):0.5613165276432467,9):0.943790622536844,(#H27:::0.4944343047561038,(5,((7,6):0.9574035142285272,(8)#H27:::0.5055656952438963):0.04624359440575559):1.7360335826127442):6.306898747213292e-10):0.7795499959235983,(20,(((13,14):0.8758798437694348,(15,(16,#H25:::0.23784210432845918):1.9746035473902117e-9):0.5419062960750712):1.9930804342914306,((17,18):2.389609468128855,(19)#H25:::0.7621578956715408):0.36551590456550054):1.4267368256534385):0.6563630473931353,((((2,1):0.07037525475496623,3):0.816351608879688,4):2.0512278005206445e-8)#H21:1.8701645744657724::0.9695450601844089);",300,8,0.0,1.0,1,147590.703790613,12,4,0.26764719666666675,20,3,3,med,30
"(((((3,2):0.0748521964062757,1):0.8369878690664914,4):1.3455578952966973,((((6,7):0.6197111841377216,5):0.9042520576945041,8):0.6083472130018159,(9,(((11,(12)#H21:::0.5940415235502331):0.5475107973286021,10):0.8427685291636056,#H21:::0.4059584764497669):0.2936749306900245):0.7664198986468953):0.6464925066106086):0.6726401411163033,((17,18):2.1885964994962883,((19,(((14,13):0.7593488159817244,(15,(16)#H25:::0.5603701880114393):9.962285669497925):0.01491745180968667,#H25:::0.4396298119885607):1.0960131183690471):0.1939723619363141,#H23:::0.0):8.629418678999932e-15):1.475627556739425,(20)#H23:::1.0);",300,8,0.0,1.0,1,92585.45460635,12,2,0.24607855333333334,20,3,3,med,61
"(3,((2,1):0.07627923215633546,(4,(((20,((((18,17):3.095197372489009,(#H27:2.6268534853029867e-13::0.15896381909729496,19):2.1784070795929935):0.2271395827597534,(((14,13):1.0925903710999407,(16,15):0.7220497846854703):0.0)#H27:9.999997733462134::0.841036180902705):1.6338069661860454e-22)#H25:1.7214520022757471::0.9808716219849437):0.5983167150583781,(((9,((11,12):0.06429016656368357,10):1.0647898268521245):0.7266628420800263,(8,(5,(7,6):0.5234784984004894):1.033839326445447):0.49313634899014247):0.818976648684193,#H25:4.891658109420968e-7::0.01912837801505633):0.0):1.9791629474872126)#H23:0.0::0.5850685327559836):6.809796633261343):0.12138571607127938,#H23:9.999999999972196::0.4149314672440164);",300,8,0.0,1.0,1,127843.763584074,10,2,0.26607854666666675,20,3,3,med,53
"((19,((18,17):1.708592276454793,#H23:1.0285851181004287e-6::0.4404063061848005):0.7161559519862317):0.4089173303031057,((15,16):0.603952469629576,(13,14):0.6761163507914522):1.0447768543203586,((((4,(1,((3,2):1.4467375401041783e-6)#H21:3.7843896617801146e-6::0.9993423443391949):0.8938686300861812):1.4301006844548336,((9,((11,12):0.17509498664492926,(10,#H21:1.5022536099272585::0.0006576556608050726):3.0451377658596406e-6):0.9146232573790826):0.6211504873699927,((5,((7,6):1.251479190150441)#H25:4.9038728568528316e-5::0.5300271672022432):9.886480933439145,(8,#H25:3.283589309113618e-5::0.4699728327977568):0.0):0.6591056538894756):0.6174357824828185):0.6276697553450236,20):1.4503607368346523)#H23:9.440325060549419e-6::0.5595936938151995);",300,4,0.0,1.0,1,100227.560539703,18,0,0.27019617333333334,20,3,3,med,83
"((((17,18):1.8511432138685597,(19,(((15,16):0.45739879660739113,(13,14):0.63017858991252):1.1789771147799066)#H27:0.0::0.8608881219507175):0.2945421603779714):1.6634245206496006,(20,#H27:9.999648781963563::0.1391118780492825):2.065756388528978e-9):0.5983194249593342,((((11,12):0.22631194532957316,10):0.6823468557302054,9):0.7080179630896946,(8,((6,(7,(5)#H21:::0.5031819619682557):3.291699514601937e-9):1.6847611486112706,#H21:::0.4968180380317443):0.03574690442011335):0.7150227639521541):0.666930076035259,(((2,((1,3):0.0)#H25:2.397552685667348e-10::0.631420435074862):3.2398843037180307,4):0.0,#H25:0.0::0.36857956492513805):1.4731519905679864);",300,4,0.0,1.0,1,89248.471379315,14,6,0.26784326333333336,20,3,3,med,88
"((19,((18,17):1.910089984984246,((20,((((9,((11,12):0.16043602670559662,10):1.130700164939774):0.8430221798210523)#H21:0.22087436447903822::0.5770468783540178,(((6,7):0.744981784890974,5):0.8981565941956762,(8,#H21:0.0::0.4229531216459822):6.424054282689586e-6):1.110439428707836):0.23566076502810937,(4,((1)#H27:::0.6118181686573485,((2,#H27:::0.3881818313426515):1.9363335862417277,3):0.3812846621291546):0.6065270764899282):1.3567251216943286):0.5744218071558448):1.6359997839037153)#H25:0.0::0.810246110969874):0.41974401582474263):1.641694283079631,(15,16):0.574284983758616,((13,14):0.6882880495394806,#H25:9.754098845138513::0.18975388903012597):4.545767257163918e-5);",300,4,0.0,1.0,1,209727.496902188,16,2,0.26745107333333334,20,3,3,med,62
"(14,13,((((18,17):1.4666314036690544,(19)#H27:::0.7173817396009559):0.45754762140103294,(20,(((9,((11,10):0.09646723723321905,12):0.9513112954866653):0.6962050450542825,((8,(5,(7,6):0.8000286142069192):0.7887313194323845):0.13665167709362128,#H29:5.673135965464206::0.07940322609781329):0.4222502116288541):0.7443680186298395,(((1,((2,3):0.35790951629691603,(4)#H23:::0.804559104417792):8.149330599479237e-5):2.5240649583783736,#H23:::0.19544089558220798):0.031177034204114412)#H29:0.008290882010479794::0.9205967739021867):0.5523115393686996):1.3190796659118453):1.4516437477382778,((16,15):0.6347766817676574,#H27:::0.28261826039904414):0.0):0.7060303270826918);",300,4,0.0,1.0,1,99404.482708836,12,4,0.26705894333333335,20,3,3,med,81
"(((((16,15):0.5104228068775948,(14,13):0.5481625258960309):1.1358968745682299,(19)#H23:::0.8167603905678836):0.43943682494873176,(20,(((9,(((10,11):0.06716886632534899,12):0.9726591909946346,#H21:0.0::0.08652130787310339):1.7011368159318177e-9):0.7605055103587195,((8,((6,7):0.21263096007960447,(5)#H27:::0.5546131398476533):1.8974922038119413):1.040821962993681e-9,#H27:::0.44538686015234674):0.6311930076289197):0.9432305109904229,((((3,2):0.13419096791954763,1):0.672369535671519,4):1.3795161466212031)#H21:0.0::0.9134786921268966):0.3908993049147809):1.2824749009723324):2.5140968164714312,18,(17,#H23:::0.1832396094321164):0.06084775386390777);",300,16,0.0,1.0,1,85943.787069875,10,4,0.2637255866666668,20,3,3,med,19
"(20,((((((6,7):0.7179615492406625,5):0.7011381687473884,#H21:0.0::0.49767202871113786):0.0,8):2.961643709243329,(((12,(11,(10)#H29:::0.6515880830368412):0.40111537607090975):1.2444670934784199,(9,#H29:::0.34841191696315876):0.0):1.066864781990479)#H21:2.859089666539323e-10::0.5023279712888622):1.1719727003802168e-11,((3,(1,2):0.22221968366297043):0.6554935657475913,4):2.0385004926497756):0.6110476778778404,(((15,16):0.7076053019796386,(#H23:::0.23195830692833608,(14,13):0.7832207172928762):0.0):1.6230866320853587,((18,17):2.564800243004422,(19)#H23:::0.7680416930716639):0.3125616499264393):1.4302036123899515);",300,8,0.0,1.0,1,113858.438075954,10,4,0.25745107666666667,20,3,3,med,67
"((19,((18,17):1.910089984984246,((20,((((9,((11,12):0.16043602670559662,10):1.130700164939774):0.8430221798210523)#H21:0.22087436447903822::0.5770468783540178,(((6,7):0.744981784890974,5):0.8981565941956762,(8,#H21:0.0::0.4229531216459822):6.424054282689586e-6):1.110439428707836):0.23566076502810937,(4,((1)#H27:::0.6118181686573485,((2,#H27:::0.3881818313426515):1.9363335862417277,3):0.3812846621291546):0.6065270764899282):1.3567251216943286):0.5744218071558448):1.6359997839037153)#H25:0.0::0.810246110969874):0.41974401582474263):1.641694283079631,(15,16):0.574284983758616,((13,14):0.6882880495394806,#H25:9.754098845138513::0.18975388903012597):4.545767257163918e-5);",300,8,0.0,1.0,1,129011.17923474,16,2,0.26745107333333334,20,3,3,med,62
"((19,(((13,14):0.6784556941643359,(16,15):0.7037797019632387):1.1285881670315963,((20,(((8,((7,6):0.9435839137018941,(5,#H27:::0.015328310886395939):0.020094107747342355):0.6099401809821083):0.6096836996686554,((11,((10,12):3.1440040660189824e-9)#H25:4.956465476043544e-9::0.6326882232259856):9.999998197465436,(#H25:0.35347753019809164::0.36731177677401433,9):0.0):0.6744352474178069):0.6882598724736788,(((2,1):0.17507794872799434,3):0.8188926917973794,(4)#H27:::0.984671689113604):1.4359111587214979):0.7877774139001973):1.4025803961982788)#H21:0.19997258992831637::0.7941509394343526):0.32644017695090427):3.685798515829887,18,(#H21:0.4420461479272292::0.20584906056564747,17):3.017912571658651e-9);",300,4,0.0,1.0,1,376441.71026844,22,4,0.2643138166666667,20,3,3,med,14
"(((((14,13):0.7418927221459717,(16,15):0.8378434258489642):1.3699064516978867,(19,((17,18):0.0)#H21:9.926202937867462::0.93533064309852):0.1209578047797954):1.5717173654952026,(((4)#H23:::0.7737213686375091,((1,2):0.09216589679891636,(3,#H23:::0.22627863136249096):1.2421376087452276e-11):1.232011557319644):1.191961103602313,((8,((7,6):0.5185590976023355,(5)#H25:::0.9577071266880826):0.8799813888836084):0.6465609472256248,(#H25:::0.04229287331191746,(9,((11,10):0.15295309574181473,12):1.0300553557598175):0.0):0.6464043171470222):0.5984904658251563):0.5570902157972613):1.0325253258596784e-8,#H21:9.999599796036046::0.06466935690147997,20);",300,16,0.0,1.0,1,160884.35593296,10,4,0.27215696999999994,20,3,3,med,11
"(((((((10,((12)#H25:::0.5782487877760816,11):0.5249097570132225):0.8148262799209038,#H25:::0.42175121222391837):0.3402382384814041,9):0.5423067595361194,(((6,7):0.8355589495519407,5):0.7305288088692838,(8)#H23:::0.9709577508982833):0.7193788291262311):0.7345437345484417,(#H23:::0.029042249101716728,(((19,((14,13):0.521559777111627,(15,16):0.6613074796956129):1.2068543679978179):0.17589433233502172,(18,17):2.182354534785331):1.2877592758496694,20):0.5493923379006469):0.14121618555511875):1.4774789674213908,(1,(2,(3)#H21:::0.8045181151914158):0.37315632312287955):1.1399900019920548):0.04381715060621006,#H21:::0.19548188480858414,4);",300,8,0.0,1.0,1,152955.564624369,12,2,0.2613726600000001,20,3,3,med,48
"((18,17):1.6443290088316715,(((16,15):0.7419100885270306,(14,(13,#H23:::0.13163465609264086):3.617943754007349e-9):0.8448649735829334):1.4904272758474417,(((4,(1,(3,(2,#H25:9.999999999999998::0.036412761960202614):0.0):0.3014129405337176):0.8409354836875148):1.6343446334919882,(((8,#H27:::0.3876810164226117):5.547596948345661e-9,((6,7):7.872942080783938e-9,(5)#H27:::0.6123189835773883):1.6763828368073057):0.5410389665792872,((9,((10,11):0.13389934000240034,12):1.2302634245616957):0.6805870186190304)#H25:0.0::0.9635872380397974):0.7448232203796418):0.6913925179444765,20):1.149421596465688):0.23233559402933243,(19)#H23:::0.8683653439073591);",300,8,0.0,1.0,1,192701.447159481,14,2,0.25313737666666664,20,3,3,med,49
"(((((15,16):0.6112763144746716,(13,14):0.7069036993298078):0.9632660211359776,(19)#H27:::0.7313343061210966):0.3935285000339076,((17,18):5.391446044291405e-7,#H27:::0.2686656938789033):2.834791112788495):1.7015226172424435e-8,#H25:::0.3337087588459967,(((((12,11):0.2288261543539735,10):0.8838742090249267,(9,#H21:::0.26371236711745843):0.0):0.6540671815785261,((7,6):0.9092547257613771,(5,(8)#H21:::0.7362876328825416):8.16299492211029e-9):1.220076094027799):0.6593608988981261,((((2,3):0.12592829759374208,1):0.878648692769402,4):1.5377456103792113,(20)#H25:::0.6662912411540033):0.0):2.080527456230661);",300,8,0.0,1.0,1,122582.168514688,10,6,0.27549030333333335,20,3,3,med,60
"(((20,(((18,17):1.818666978249771,(19)#H27:::0.7305893831778344):0.27787218652518453,(((16,15):0.7329131866835322,(14,13):0.5863464207952395):4.979121382891329e-8,#H27:::0.2694106168221656):1.4629433806460042):1.1782614818975599):0.5527976509163894,((((8)#H25:::0.9870644953783313,((6,7):0.6451157691050815,(5,#H25:::0.012935504621668693):1.5239016283817434e-8):0.8843475015462309):0.2965094592778495)#H21:0.9384751778014289::0.7981601957826395,(9,(((11,12):0.17250724946308107,10):0.8308459860480679,#H21:0.0::0.20183980421736047):0.07767199863144233):0.9237962207112467):0.4528552206138688):1.1893394705370184,4,((3,2):0.195854141089023,1):0.7954591273445738);",300,8,0.0,1.0,1,91340.508593313,10,0,0.28274521,20,3,3,med,65
"((#H23:::0.25176290738210516,((3,2):0.1584924170243587,(1,(4)#H23:::0.7482370926178948):1.190446044463017e-9):2.249033652535141):9.591086909926595e-8,((20,(((17,18):2.1885973906708482,19):0.13885299910168852,((13,14):0.822150777849406,(15,16):0.7428100952547807):1.2498231621252471):1.4963606946248122):0.6644360364494547,((((6,7):0.7862887490859349,5):0.7182873831881079,8):4.883300287121128e-6,((#H29:::0.4863222415997611,((10,11):0.16334848981456226,(12,(9)#H29:::0.5136777584002389):9.356140566128766e-6):1.601858036675744):0.0)#H21:0.45536543203955854::0.582033675631988):1.7432119648365172):0.014382381728761738,#H21:9.710290646410638::0.41796632436801195);",300,4,0.0,1.0,1,139374.381803491,12,6,0.27039226000000005,20,3,3,med,82
"(((4,((20,(((18,17):1.714379604390262,(19)#H25:::0.6882492643521421):0.5275004086003369,((14,13):0.7200281650430386,((15,16):0.6111377568030747,#H25:::0.311750735647858):1.2004038726632722e-6):1.6698265171830158):1.5485472650930354):0.6754441696752119,(((5,(7,6):0.539567448641401):0.5913605544450722,(8,#H21:8.448248374979332e-5::0.17424030875051974):0.15463219687309013):0.9727532886353376,((9,((10,(11,(12)#H29:::0.799423147510096):0.34435460469087453):0.8013300002638509,#H29:::0.200576852489904):0.2612577345499283):0.07309076004228408)#H21:2.131654888247805::0.8257596912494802):0.4797547308138408):1.5877341711409858):0.8411284697349785,1):0.23606499740146503,2,3);",300,8,0.0,1.0,1,115204.069868672,10,0,0.2664707233333333,20,3,3,med,66
"(((((11,12):0.20867582403748727,(10,#H21:9.973597003119355::0.030454939815591088):2.555304653424936e-9):0.5613165276432467,9):0.943790622536844,(#H27:::0.4944343047561038,(5,((7,6):0.9574035142285272,(8)#H27:::0.5055656952438963):0.04624359440575559):1.7360335826127442):6.306898747213292e-10):0.7795499959235983,(20,(((13,14):0.8758798437694348,(15,(16,#H25:::0.23784210432845918):1.9746035473902117e-9):0.5419062960750712):1.9930804342914306,((17,18):2.389609468128855,(19)#H25:::0.7621578956715408):0.36551590456550054):1.4267368256534385):0.6563630473931353,((((2,1):0.07037525475496623,3):0.816351608879688,4):2.0512278005206445e-8)#H21:1.8701645744657724::0.9695450601844089);",300,4,0.0,1.0,1,219286.286865478,12,4,0.26764719666666675,20,3,3,med,30
"((4,((2,1):0.20730200510181593,(3,#H21:6.558387327344484::0.004275945767883):1.451587146689002):0.6989199841713962):1.5457942486855563,((((17,18):1.6771379652417624,(19)#H25:::0.8255290180921967):0.4475312505624305,((13,14):0.6037234741451426,(16,(15,#H25:::0.17447098190780327):2.0357122378728624e-6):0.5084024686356211):1.9501094602201512):1.1979219736928604,20):0.6243923421006616,(((8,(5,(7,6):0.8195072011941918):0.601862033661316):0.839035577113299,(#H23:5.4291767519982336e-5::0.34509393177485903,(9,(11,((12,10):4.960587227003531e-7)#H23:2.6387079934074967e-5::0.654906068225141):9.996975945293979):0.0):0.7432334309506471):6.587309551120761e-6)#H21:0.6169120102789001::0.995724054232117);",300,16,0.0,1.0,1,85424.118931658,12,4,0.2605883666666667,20,3,3,med,18
"(8,#H31:0.0066535719125532765::3.43795270030256e-10,(9,((5,6):0.614635103294552,((7,(((11,12):0.05153579504384995,10):1.7243035459238427,((1,((3,2):0.3239368109518257,(4)#H21:::0.8073189198627004):0.0):3.505094258731563,((((16,((13,(14,15):6.917693669667529e-16):8.170170877758663e-14,#H25:::0.15465165532986253):0.005359508955305776):1.6986942253121262,((17,18):3.2941376626599426,(19)#H25:::0.8453483446701375):0.16019940345715838):1.6203172066455394,20):0.08280979768485845,#H21:::0.19268108013729957):0.5629925272828974):0.8045907944644191):0.3009560003001451):1.7000742085805702e-16)#H31:1.588933013655698e-21::0.9999999996562048):1.7000900979107066e-16):6.314305746930155e-10);",1000,4,0.0,1.0,1,75848.301337116,24,14,0.25533303096903076,20,3,3,med,6
"((((2,3):0.13324863955666835,1):0.9244069142534961,(4,#H27:3.1884713036118986::0.0934849582711974):0.15371358067575566):1.9390820378226572,(20,((((13,14):0.4339389182587285,(15,16):0.7833531743630907):1.0384353749655202,(19)#H23:::0.7838432924981291):0.5161938176608161,(17,(#H23:::0.2161567075018709,18):0.0):2.453200231931603):1.138726557217211):0.5082238832534668,(((9,((10,(12,11):0.22528577060487995):8.764702322148187e-11,#H29:1.2802942836028384::0.0854695793385187):0.9605283864421217):0.926241954378712,((((6,7):0.7157384868274639,5):0.5946572970942839,8):0.6639919742337598)#H29:8.082148676326033e-9::0.9145304206614813):0.5071525895189355)#H27:0.15254037465850537::0.9065150417288026);",300,4,0.0,1.0,1,145951.447179619,12,2,0.2668628666666668,20,3,3,med,86
"(20,((((14,13):0.8748383914338957,(16,15):0.7339567163300846):0.8246004220069474,(19)#H25:::0.6832370794598915):0.49751741780778597,((17,18):1.040196137930407,#H25:::0.31676292054010846):1.0634285647766744):1.242934599636434,((#H21:9.94559122831998::0.022742239772372132,((3,(2,(1)#H23:::0.7446870721914642):0.3425128619749016):0.944343674943195,(#H23:::0.2553129278085357,4):0.14830182898400754):0.0):1.3443286533849543,((9,(10,(11,12):0.228237049939493):0.9495769418131738):0.5887000502422137,((((7,6):0.7214230150275055,5):0.6473520923028873,8):0.6841453430292779)#H21:0.0::0.9772577602276279):0.7939254887158699):0.6790470185599707);",300,8,0.0,1.0,1,63678.199149063,8,4,0.2594118766666667,20,3,3,med,77
"((1,(3,(4,((((((11,10):0.2309434741430257,12):0.8661450670212462,(9)#H21:::0.9577068543443238):0.887701130017756,((8,((6,7):0.8543677925100782,5):0.6906588019315442):0.007223814458720719,#H21:::0.0422931456556762):0.6264852380068535):0.6020857560740344,((((19,((17,18):2.0382402860473996)#H25:6.158605241858582e-9::0.8804506355540624):0.19600425158935517,((14,13):0.6721148423620461,(16,15):0.7596702822653316):1.077497735935476):1.8562715816086846,20):0.0,#H25:9.992813853044991::0.11954936444593754):0.6673068668136958):1.648356475121433)#H23:0.0::0.6457896075668588):1.9794171924474164):0.08395226217083743):0.0,#H23:3.730845606302964::0.3542103924331413,2);",300,4,0.0,1.0,1,164288.451350467,14,4,0.27078442,20,3,3,med,80
"(16,15,((14,(13,#H25:1.2032196603146674e-6::0.015003323073544149):8.927201463246337):0.5640087355795625,((((20,((((2,1):0.17673716716541946,3):0.5570853575080906,(4)#H21:::0.992676898501297):1.5734344536762155,((8,((7,6):0.7746882940633153,5):0.7836031893165242):0.6589664414778513,((9,((11,12):0.19839830167697875,10):0.8682279398606668):0.3915259855916564,#H21:::0.007323101498702953):0.14442029562708683):0.8009824351654602):0.6988732285239991):1.3389432968612893)#H33:0.4082878453983661::0.500610193719977,(19,((17,18):1.49401899309717,#H33:0.0::0.499389806280023):0.9284654033186142):0.3186972763142619):0.0009277114111714241)#H25:1.1366822693951784::0.9849966769264559):0.7095679672914224);",300,4,0.0,1.0,1,90234.98170418,14,2,0.26784326,20,3,3,med,93
"(((4,((20,(((14,(13,((15,16):1.3920044187507505)#H23:2.2480138015996054e-5::0.7371152389466952):2.2397213700710167e-6):2.455985086634722,(19,#H23:4.4452627942330235e-5::0.2628847610533048):5.2855361793749044e-15):0.24047364187729542,(17,18):2.011150708231325):1.2692833693896937):0.6909098326815576,(((((11,12):0.13219206591612231,10):0.9418975690837881,9):0.5260246250322517,(((5,#H25:0.00010269914883201968::0.4437528561673665):9.87691695374114,8):8.664791258970485e-6,((7,6):0.6039355610153325)#H25:2.5::0.5562471438326335):0.7857863281479488):0.49801758813667113)#H21:0.0738473795061414::0.991983791657694):1.425445904614655):0.8652805450860721,(3,#H21:4.571320416552212::0.008016208342305948):2.0799186687916024e-6):0.12090386011641736,2,1);",300,8,0.0,1.0,1,118956.424087779,12,8,0.26705895333333346,20,3,3,med,28
"(14,13,((((18,17):1.4666314036690544,(19)#H27:::0.7173817396009559):0.45754762140103294,(20,(((9,((11,10):0.09646723723321905,12):0.9513112954866653):0.6962050450542825,((8,(5,(7,6):0.8000286142069192):0.7887313194323845):0.13665167709362128,#H29:5.673135965464206::0.07940322609781329):0.4222502116288541):0.7443680186298395,(((1,((2,3):0.35790951629691603,(4)#H23:::0.804559104417792):8.149330599479237e-5):2.5240649583783736,#H23:::0.19544089558220798):0.031177034204114412)#H29:0.008290882010479794::0.9205967739021867):0.5523115393686996):1.3190796659118453):1.4516437477382778,((16,15):0.6347766817676574,#H27:::0.28261826039904414):0.0):0.7060303270826918);",300,8,0.0,1.0,1,56443.378801085,12,4,0.26705894333333335,20,3,3,med,81
