snaqV,ntaxa,nhybrids,runtime,threads
v1.0,9,3,0.503170094,1
v1.0,10,1,1.221865307,1
v1.0,10,2,4.915307934,1
v1.0,10,3,6.859397259,1
v1.0,11,1,7.364942897,1
v1.0,11,2,6.299530352,1
v1.0,11,3,7.138393979,1
v1.0,12,1,4.294329283,1
v1.0,12,2,0.785171988,1
v1.0,12,3,5.494471803,1
v1.0,13,1,21.625511205,1
v1.0,13,2,20.285785079,1
v1.0,13,3,34.695727633,1
v1.0,14,1,34.596967468,1
v1.0,14,2,46.535241661,1
v1.0,14,3,62.447702694,1
v1.0,15,1,58.421866171,1
v1.0,15,2,34.027475824,1
v1.0,15,3,9.891597914,1
v1.0,16,1,24.208508051,1
v1.0,16,2,29.708217561,1
v1.0,16,3,72.821995976,1
v1.0,17,1,23.129979979,1
v1.0,17,2,83.989801513,1
v1.0,17,3,49.573389454,1
v1.0,18,1,227.703229244,1
v1.0,18,2,85.29368483,1
v1.0,18,3,109.716651302,1
v1.0,19,1,107.098319857,1
v1.0,19,2,35.087864202,1
v1.0,19,3,320.708518244,1
v1.0,20,1,57.871180407,1
v1.0,20,2,464.976027426,1
v1.0,20,3,190.990204771,1
v1.0,4,1,0.001217903,1
v1.0,5,1,0.009532632,1
v1.0,6,1,0.021046149,1
v1.0,7,1,0.130547914,1
v1.0,7,2,0.120721504,1
v1.0,8,1,0.330941124,1
v1.0,8,2,1.545032299,1
v1.0,9,1,2.193124524,1
v1.0,9,2,1.28038774,1
v1.0,9,3,1.842907786,1
v1.0,10,1,1.201844797,1
v1.0,10,2,1.702208149,1
v1.0,10,3,3.796334824,1
v1.0,11,1,3.788127094,1
v1.0,11,2,1.099649733,1
v1.0,11,3,5.647773628,1
v1.0,12,1,9.265905193,1
v1.0,12,2,10.953233088,1
v1.0,12,3,11.253591004,1
v1.0,13,1,28.186873973,1
v1.0,13,2,7.141434524,1
v1.0,13,3,54.093076177,1
v1.0,14,1,6.017563006,1
v1.0,14,2,5.630925445,1
v1.0,14,3,46.018065958,1
v1.0,15,1,51.354416723,1
v1.0,15,2,32.639716431,1
v1.0,15,3,57.047729419,1
v1.0,16,1,26.982258144,1
v1.0,16,2,21.903308815,1
v1.0,16,3,102.294123981,1
v1.0,17,1,54.801915108,1
v1.0,17,2,20.561339981,1
v1.0,17,3,42.540517956,1
v1.0,18,1,92.941647823,1
v1.0,18,2,64.523942852,1
v1.0,18,3,61.532386502,1
v1.0,19,1,211.549846696,1
v1.0,19,2,340.564709732,1
v1.0,19,3,260.507551158,1
v1.0,20,1,31.221207882,1
v1.0,20,2,13.479321803,1
v1.0,20,3,88.978792494,1
v1.0,4,1,0.001428375,1
v1.0,5,1,0.011337378,1
v1.0,6,1,0.0712203,1
v1.0,6,2,0.015428478,1
v1.0,7,1,0.201745944,1
v1.0,7,2,0.495201129,1
v1.0,8,1,0.461706278,1
v1.0,8,2,0.757312761,1
v1.0,9,1,1.464419436,1
v1.0,9,2,2.398045059,1
v1.0,9,3,2.928438055,1
v1.0,10,1,1.360895281,1
v1.0,10,2,2.491367508,1
v1.0,10,3,0.664195699,1
v1.0,11,1,1.275464729,1
v1.0,11,2,5.777456039,1
v1.0,11,3,2.088178825,1
v1.0,12,1,7.057934925,1
v1.0,12,2,12.413030522,1
v1.0,12,3,7.547596084,1
v1.0,13,1,12.082733488,1
v1.0,13,2,16.388353187,1
v1.0,13,3,11.166831219,1
v1.0,14,1,31.038134454,1
v1.0,14,2,18.795973974,1
v1.0,14,3,12.270612917,1
v1.0,15,1,34.002263599,1
v1.0,15,2,34.852721217,1
v1.0,15,3,44.703082843,1
v1.0,16,1,62.697279654,1
v1.0,16,2,4.193659295,1
v1.0,16,3,44.138797847,1
v1.0,17,1,26.957007837,1
v1.0,17,2,64.048039536,1
v1.0,17,3,70.844730379,1
v1.0,18,1,85.137122677,1
v1.0,18,2,68.334164703,1
v1.0,18,3,137.523645974,1
v1.0,19,1,130.258696502,1
v1.0,19,2,85.976994922,1
v1.0,19,3,53.176474162,1
v1.0,20,1,287.272107017,1
v1.0,20,2,52.892255871,1
v1.0,20,3,485.046109416,1
v1.0,4,1,0.001568899,1
v1.0,5,1,0.009515876,1
v1.0,6,1,0.02649447,1
v1.0,6,2,0.012704241,1
v1.0,7,1,0.095217158,1
v1.0,7,2,0.183207494,1
v1.0,8,1,0.58844055,1
v1.0,8,2,1.391016465,1
v1.0,9,1,1.07374079,1
v1.0,9,2,1.401240552,1
v1.0,9,3,1.204299656,1
v1.0,10,1,1.289897944,1
v1.0,10,2,4.874951861,1
v1.0,10,3,5.116300947,1
v1.0,11,1,2.85798389,1
v1.0,11,2,8.071670483,1
v1.0,11,3,9.347451479,1
v1.0,12,1,5.948877532,1
v1.0,12,2,6.911506096,1
v1.0,12,3,8.687144177,1
v1.0,13,1,14.234760001,1
v1.0,13,2,7.938842334,1
v1.0,13,3,21.902085299,1
v1.0,14,1,17.83521019,1
v1.0,14,2,48.978694993,1
v1.0,14,3,16.803334968,1
v1.0,15,1,49.298532402,1
v1.0,15,2,14.70464582,1
v1.0,15,3,50.653356174,1
v1.0,16,1,58.343984315,1
v1.0,16,2,22.970831657,1
v1.0,16,3,41.823133702,1
v1.0,17,1,4.996736681,1
v1.0,17,2,20.433204327,1
v1.0,17,3,154.616762926,1
v1.0,18,1,80.099460646,1
v1.0,18,2,146.596456209,1
v1.0,18,3,132.959835123,1
v1.0,19,1,85.98924219,1
v1.0,19,2,9.285869565,1
v1.0,19,3,446.691431079,1
v1.0,20,1,13.06383808,1
v1.0,20,2,99.675353836,1
v1.0,20,3,277.275575396,1
v1.0,4,1,0.001356003,1
v1.0,5,1,0.0095823,1
v1.0,6,1,0.039528899,1
v1.0,6,2,0.051030584,1
v1.0,7,1,0.294244179,1
v1.0,7,2,0.162860806,1
v1.0,8,1,0.406007214,1
v1.0,8,2,0.618482735,1
v1.0,9,1,1.985499192,1
v1.0,9,2,2.978888597,1
v1.0,9,3,2.206600499,1
v1.0,10,1,3.022435001,1
v1.0,10,2,4.017154983,1
v1.0,10,3,3.919136815,1
v1.0,11,1,3.901417816,1
v1.0,11,2,2.91473768,1
v1.0,11,3,2.040005711,1
v1.0,12,1,11.214118521,1
v1.0,12,2,16.863804158,1
v1.0,12,3,17.17403583,1
v1.0,13,1,9.394005149,1
v1.0,13,2,4.933874821,1
v1.0,13,3,19.214099892,1
v1.0,14,1,28.889972729,1
v1.0,14,2,15.828114293,1
v1.0,14,3,19.202382684,1
v1.0,15,1,50.795319144,1
v1.0,15,2,70.977964255,1
v1.0,15,3,27.850393677,1
v1.0,16,1,11.836530819,1
v1.0,16,2,47.418837007,1
v1.0,16,3,128.886977154,1
v1.0,17,1,30.152049076,1
v1.0,17,2,102.993071556,1
v1.0,17,3,97.177368448,1
v1.0,18,1,38.771747291,1
v1.0,18,2,8.164531976,1
v1.0,18,3,76.573879475,1
v1.0,19,1,43.508016999,1
v1.0,19,2,53.770286353,1
v1.0,19,3,165.376323823,1
v1.0,20,1,45.086431138,1
v1.0,20,2,48.932729104,1
v1.0,20,3,415.222587064,1
v1.0,4,1,0.001292887,1
v1.0,5,1,0.007691809,1
v1.0,6,1,0.107658648,1
v1.0,6,2,0.059248091,1
v1.0,7,1,0.207435718,1
v1.0,7,2,0.170005412,1
v1.0,8,1,0.405005249,1
v1.0,8,2,0.360212043,1
v1.0,9,1,0.842106441,1
v1.0,9,2,1.087040847,1
v1.0,9,3,1.688226798,1
v1.0,10,1,4.690845207,1
v1.0,10,2,3.15639852,1
v1.0,10,3,4.975641542,1
v1.0,11,1,1.748878,1
v1.0,11,2,4.222021296,1
v1.0,11,3,10.928682168,1
v1.0,12,1,6.655780818,1
v1.0,12,2,24.585922148,1
v1.0,12,3,24.164380674,1
v1.0,13,1,9.271454654,1
v1.0,13,2,3.86823979,1
v1.0,13,3,17.841959147,1
v1.0,14,1,21.971801205,1
v1.0,14,2,14.063993773,1
v1.0,15,1,1.981446468,1
v1.0,15,2,54.771878617,1
v1.0,15,3,3.971035828,1
v1.0,16,1,33.894699533,1
v1.0,16,2,90.599267305,1
v1.0,16,3,89.950211764,1
v1.0,17,1,42.244148913,1
v1.0,17,2,64.678761856,1
v1.0,17,3,115.538449383,1
v1.0,18,1,50.261566529,1
v1.0,18,2,23.970680929,1
v1.0,18,3,231.300647456,1
v1.0,19,1,119.014203342,1
v1.0,19,2,45.007815269,1
v1.0,19,3,164.56147766,1
v1.0,20,1,173.463438177,1
v1.0,20,2,275.540145147,1
v1.0,20,3,111.709720959,1
v1.0,4,1,0.000926202,1
v1.0,5,1,0.037191277,1
v1.0,6,1,0.040928307,1
v1.0,6,2,0.145421296,1
v1.0,7,1,0.134310839,1
v1.0,7,2,0.198881164,1
v1.0,8,1,0.346076522,1
v1.0,8,2,0.587825883,1
v1.0,9,1,0.884394164,1
v1.0,9,2,2.272415129,1
v1.0,9,3,3.245228771,1
v1.0,10,1,2.134084083,1
v1.0,10,2,1.792330897,1
v1.0,10,3,2.718596344,1
v1.0,11,1,1.196544126,1
v1.0,11,2,11.302857221,1
v1.0,11,3,4.038095904,1
v1.0,12,1,10.952313873,1
v1.0,12,2,7.349842821,1
v1.0,12,3,10.066436384,1
v1.0,13,1,3.415021772,1
v1.0,13,2,16.339862655,1
v1.0,13,3,15.624758081,1
v1.0,14,1,12.671686774,1
v1.0,14,2,6.820149324,1
v1.0,14,3,16.84266225,1
v1.0,15,1,2.679734434,1
v1.0,15,2,13.426513839,1
v1.0,15,3,73.221115928,1
v1.0,16,1,72.754000158,1
v1.0,16,2,79.984885199,1
v1.0,16,3,46.255467309,1
v1.0,17,1,114.131004966,1
v1.0,17,2,68.872571521,1
v1.0,17,3,93.836922473,1
v1.0,18,1,27.072930359,1
v1.0,18,2,59.91488611,1
v1.0,18,3,303.575393227,1
v1.0,19,1,142.47305496,1
v1.0,19,2,81.003760928,1
v1.0,19,3,100.240234119,1
v1.0,20,1,96.321291079,1
v1.0,20,2,177.34317116,1
v1.0,20,3,348.138161577,1
v1.0,4,1,0.001355713,1
v1.0,5,1,0.014883798,1
v1.0,6,1,0.085035899,1
v1.0,6,2,0.175488385,1
v1.0,7,1,0.053645494,1
v1.0,7,2,0.463739401,1
v1.0,8,1,0.285844357,1
v1.0,8,2,0.784265541,1
v1.0,9,1,0.705046375,1
v1.0,9,2,0.660115266,1
v1.0,9,3,0.955257602,1
v1.0,10,1,0.600672939,1
v1.0,10,2,3.567188723,1
v1.0,10,3,0.573057147,1
v1.0,11,1,7.442389481,1
v1.0,11,2,1.38186552,1
v1.0,11,3,9.259084423,1
v1.0,12,1,2.444433621,1
v1.0,12,2,16.058774989,1
v1.0,12,3,12.36015135,1
v1.0,13,1,8.627677705,1
v1.0,13,2,11.402220318,1
v1.0,13,3,36.494214442,1
v1.0,14,1,2.219404378,1
v1.0,14,2,27.164037988,1
v1.0,14,3,2.121313475,1
v1.0,15,1,24.031552987,1
v1.0,15,2,29.493783863,1
v1.0,15,3,92.808985776,1
v1.0,16,1,4.122491986,1
v1.0,16,2,60.343755579,1
v1.0,16,3,73.237493212,1
v1.0,17,1,97.533011017,1
v1.0,17,2,44.042967911,1
v1.0,17,3,62.755959955,1
v1.0,18,1,40.136643777,1
v1.0,18,2,67.933457272,1
v1.0,18,3,112.2963108,1
v1.0,19,1,328.803948453,1
v1.0,19,2,114.412870989,1
v1.0,19,3,289.836294203,1
v1.0,20,1,296.117507833,1
v1.0,20,2,290.894111953,1
v1.0,20,3,253.88380307,1
v1.0,4,1,0.001412574,1
v1.0,5,1,0.037765018,1
v1.0,6,1,0.072313131,1
v1.0,6,2,0.131631655,1
v1.0,7,1,0.188139385,1
v1.0,7,2,0.544429134,1
v1.0,8,1,0.461652921,1
v1.0,8,2,0.26996124,1
v1.0,9,1,0.814585362,1
v1.0,9,2,1.582693373,1
v1.0,9,3,0.359812784,1
v1.0,10,1,2.290749092,1
v1.0,10,2,3.871315975,1
v1.0,10,3,6.637917348,1
v1.0,11,1,3.557835622,1
v1.0,11,2,2.899470065,1
v1.0,11,3,12.601549172,1
v1.0,12,1,6.461588151,1
v1.0,12,2,9.169300065,1
v1.0,12,3,10.125706268,1
v1.0,13,1,17.461479653,1
v1.0,13,2,25.360894925,1
v1.0,13,3,14.676322586,1
v1.0,14,1,69.469507411,1
v1.0,14,2,27.551637542,1
v1.0,14,3,24.58361523,1
v1.0,15,1,28.655936328,1
v1.0,15,2,4.51122032,1
v1.0,15,3,47.988288014,1
v1.0,16,1,29.725780656,1
v1.0,16,2,90.552871842,1
v1.0,16,3,40.064554935,1
v1.0,17,1,50.664244391,1
v1.0,17,2,68.36918341,1
v1.0,17,3,164.545182847,1
v1.0,18,1,63.924369118,1
v1.0,18,2,141.358988789,1
v1.0,18,3,56.431003538,1
v1.0,19,1,138.914850139,1
v1.0,19,2,342.16150265,1
v1.0,19,3,128.863676765,1
v1.0,20,1,198.864776758,1
v1.0,20,2,457.374862645,1
v1.0,20,3,49.861570837,1
v1.0,4,1,0.001740679,1
v1.0,5,1,0.027935884,1
v1.0,6,1,0.102337325,1
v1.0,6,2,0.071126169,1
v1.0,7,1,0.246594149,1
v1.0,7,2,0.567655789,1
v1.0,8,1,0.209579166,1
v1.0,8,2,1.158259935,1
v1.0,9,1,1.467742327,1
v1.0,9,2,1.070458118,1
v1.0,9,3,1.112176543,1
v1.0,10,1,2.318900945,1
v1.0,10,2,7.018680733,1
v1.0,10,3,1.830841242,1
v1.0,11,1,3.879686439,1
v1.0,11,2,10.299968323,1
v1.0,11,3,5.015650532,1
v1.0,12,1,2.027293682,1
v1.0,12,2,9.183056105,1
v1.0,12,3,9.033017617,1
v1.0,13,1,8.765831015,1
v1.0,13,2,26.448172432,1
v1.0,13,3,25.568055089,1
v1.0,14,1,17.951434523,1
v1.0,14,2,16.509622768,1
v1.0,14,3,28.925609553,1
v1.0,15,1,2.592578328,1
v1.0,15,2,24.922874073,1
v1.0,15,3,12.949114378,1
v1.0,16,1,38.538811024,1
v1.0,16,2,31.87896757,1
v1.0,16,3,50.668453404,1
v1.0,17,1,118.840551785,1
v1.0,17,2,87.323748077,1
v1.0,17,3,86.851294716,1
v1.0,18,1,224.094663699,1
v1.0,18,2,6.728255008,1
v1.0,18,3,257.278743631,1
v1.0,19,1,122.66593235,1
v1.0,19,2,154.141925455,1
v1.0,19,3,198.995976502,1
v1.0,20,1,125.906232275,1
v1.0,20,2,173.762509236,1
v1.0,20,3,223.443175727,1
v1.0,4,1,0.002587348,1
v1.0,5,1,0.009059443,1
v1.0,6,1,0.049811285,1
v1.0,6,2,0.088598257,1
v1.0,7,1,0.071456871,1
v1.0,7,2,0.269854131,1
v1.0,8,1,0.093202663,1
v1.0,8,2,0.491202398,1
v1.0,9,1,1.028481936,1
v1.0,9,2,1.139826086,1
v1.0,9,3,0.203172792,1
v1.0,10,1,2.124405824,1
v1.0,10,2,5.132516795,1
v1.0,10,3,5.181380604,1
v1.0,11,1,3.097471882,1
v1.0,11,2,8.776149244,1
v1.0,11,3,0.668928082,1
v1.0,12,1,11.706216541,1
v1.0,12,2,3.549391283,1
v1.0,12,3,12.259018465,1
v1.0,13,1,19.282818448,1
v1.0,13,2,16.338757108,1
v1.0,13,3,28.705924349,1
v1.0,14,1,14.407790861,1
v1.0,14,2,14.217783105,1
v1.0,14,3,57.276209686,1
v1.0,15,1,8.508033722,1
v1.0,15,2,36.464293114,1
v1.0,15,3,38.813292524,1
v1.0,16,1,33.979563494,1
v1.0,16,2,28.97794091,1
v1.0,16,3,15.494921673,1
v1.0,17,1,73.676733368,1
v1.0,17,2,18.197716244,1
v1.0,17,3,195.357799744,1
v1.0,18,1,171.525846878,1
v1.0,18,2,87.088540369,1
v1.0,18,3,68.613684438,1
v1.0,19,1,164.14878368,1
v1.0,19,2,117.288217964,1
v1.0,19,3,78.923325158,1
v1.0,20,1,73.378823721,1
v1.0,20,2,429.301403232,1
v1.0,20,3,164.094010926,1
v1.0,4,1,0.001747493,1
v1.0,5,1,0.006509975,1
v1.0,6,1,0.194945628,1
v1.0,6,2,0.213745083,1
v1.0,7,1,0.298362068,1
v1.0,7,2,0.952223952,1
v1.0,8,1,0.32637234,1
v1.0,8,2,1.196388247,1
v1.0,9,1,1.320102952,1
v1.0,9,2,1.722968755,1
v1.0,9,3,5.406841126,1
v1.0,10,1,2.48999119,1
v1.0,10,2,3.907314145,1
v1.0,10,3,2.519508978,1
v1.0,11,1,3.442929898,1
v1.0,11,2,12.358429904,1
v1.0,11,3,10.530635024,1
v1.0,12,1,3.386010043,1
v1.0,12,2,10.590709407,1
v1.0,12,3,51.278835233,1
v1.0,13,1,12.279150293,1
v1.0,13,2,23.83738394,1
v1.0,13,3,10.244130051,1
v1.0,14,1,21.196841164,1
v1.0,14,2,31.944631985,1
v1.0,14,3,8.763390241,1
v1.0,15,1,51.613401555,1
v1.0,15,2,3.451549148,1
v1.0,15,3,67.21831421,1
v1.0,16,1,54.09332595,1
v1.0,16,2,14.735105248,1
v1.0,16,3,86.164027197,1
v1.0,17,1,73.512833385,1
v1.0,17,2,60.322044101,1
v1.0,17,3,121.702334521,1
v1.0,18,1,43.03884077,1
v1.0,18,2,66.058793899,1
v1.0,18,3,189.734661523,1
v1.0,19,1,298.753127768,1
v1.0,19,2,74.770308095,1
v1.0,19,3,233.479318305,1
v1.0,20,1,160.074708182,1
v1.0,20,2,133.160539457,1
v1.0,20,3,175.878721076,1
v1.0,4,1,0.001572503,1
v1.0,5,1,0.038724418,1
v1.0,6,1,0.113523377,1
v1.0,6,2,0.041955509,1
v1.0,7,1,0.130089513,1
v1.0,7,2,0.443373721,1
v1.0,8,1,0.688051883,1
v1.0,8,2,0.300175859,1
v1.0,9,1,1.626867159,1
v1.0,9,2,3.189764998,1
v1.0,9,3,2.376268698,1
v1.0,10,1,0.256839695,1
v1.0,10,2,11.460083594,1
v1.0,10,3,4.76201959,1
v1.0,11,1,7.787834913,1
v1.0,11,2,4.490407634,1
v1.0,11,3,12.581498876,1
v1.0,12,1,9.428478596,1
v1.0,12,2,13.708933599,1
v1.0,12,3,16.181850339,1
v1.0,13,1,10.563725576,1
v1.0,13,2,25.866415686,1
v1.0,13,3,9.580823268,1
v1.0,14,1,10.119064311,1
v1.0,14,2,29.653970172,1
v1.0,14,3,12.892486507,1
v1.0,15,1,34.045357957,1
v1.0,15,2,20.665558242,1
v1.0,15,3,75.808172748,1
v1.0,16,1,38.669427032,1
v1.0,16,2,64.813278015,1
v1.0,16,3,62.298606455,1
v1.0,17,1,32.275066613,1
v1.0,17,2,173.961483498,1
v1.0,17,3,57.025503217,1
v1.0,18,1,101.607588104,1
v1.0,18,2,48.459307349,1
v1.0,18,3,12.401654739,1
v1.0,19,1,25.41571102,1
v1.0,19,2,332.571039682,1
v1.0,19,3,177.950212404,1
v1.0,20,1,175.398359312,1
v1.0,20,2,132.266486039,1
v1.0,20,3,275.00816733,1
v1.0,4,1,0.001159269,1
v1.0,5,1,0.016929953,1
v1.0,6,1,0.049243592,1
v1.0,6,2,0.181290989,1
v1.0,7,1,0.096198669,1
v1.0,7,2,0.476792218,1
v1.0,8,1,0.246274567,1
v1.0,8,2,0.914349772,1
v1.0,9,1,1.411473262,1
v1.0,9,2,2.788674559,1
v1.0,9,3,0.750661811,1
v1.0,10,1,2.593413174,1
v1.0,10,2,2.30601712,1
v1.0,10,3,0.507854447,1
v1.0,11,1,4.921577143,1
v1.0,11,2,10.159084094,1
v1.0,11,3,6.56158311,1
v1.0,12,1,5.567510346,1
v1.0,12,2,3.549613048,1
v1.0,12,3,11.634988291,1
v1.0,13,1,32.231106596,1
v1.0,13,2,20.839688968,1
v1.0,13,3,2.041939235,1
v1.0,14,1,25.091480465,1
v1.0,14,2,51.704204127,1
v1.0,14,3,50.117013017,1
v1.0,15,1,56.305602297,1
v1.0,15,2,44.7193732,1
v1.0,15,3,22.129806638,1
v1.0,16,1,20.98244858,1
v1.0,16,2,51.991481705,1
v1.0,16,3,55.585321712,1
v1.0,17,1,108.348968394,1
v1.0,17,2,54.627241568,1
v1.0,17,3,88.419271325,1
v1.0,18,1,49.933403501,1
v1.0,18,2,53.735515165,1
v1.0,18,3,116.176290495,1
v1.0,19,1,276.076798871,1
v1.0,19,2,97.933536209,1
v1.0,19,3,156.53021426,1
v1.0,20,1,80.492990724,1
v1.0,20,2,247.701503805,1
v1.0,20,3,97.190049783,1
v1.0,4,1,0.00125837,1
v1.0,5,1,0.005475475,1
v1.0,6,1,0.059544841,1
v1.0,7,1,0.307402077,1
v1.0,7,2,0.207381717,1
v1.0,8,1,0.365373347,1
v1.0,8,2,1.002105219,1
v1.0,9,1,1.153057809,1
v1.0,9,2,1.276055603,1
v1.0,9,3,1.473297685,1
v1.0,10,1,1.197127562,1
v1.0,10,2,2.47314229,1
v1.0,10,3,3.579827296,1
v1.0,11,1,1.450042747,1
v1.0,11,2,5.644411959,1
v1.0,11,3,10.161081789,1
v1.0,12,1,17.964851886,1
v1.0,12,2,14.373831916,1
v1.0,12,3,6.109688158,1
v1.0,13,1,5.318482404,1
v1.0,13,2,21.67998782,1
v1.0,13,3,11.463416846,1
v1.0,14,1,4.794220953,1
v1.0,14,2,15.460266904,1
v1.0,14,3,3.186776799,1
v1.0,15,1,37.475395072,1
v1.0,15,2,15.006585584,1
v1.0,15,3,78.831852206,1
v1.0,16,1,65.563410028,1
v1.0,16,2,154.224273452,1
v1.0,16,3,17.74455053,1
v1.0,17,1,41.313541123,1
v1.0,17,2,24.514006646,1
v1.0,17,3,109.202861137,1
v1.0,18,1,104.139438971,1
v1.0,18,2,144.62910522,1
v1.0,18,3,200.514146306,1
v1.0,19,1,26.854932762,1
v1.0,19,2,191.762077789,1
v1.0,19,3,307.04316848,1
v1.0,20,1,235.877286831,1
v1.0,20,2,194.210744139,1
v1.0,20,3,308.271562195,1
v1.0,4,1,0.001205134,1
v1.0,5,1,0.006327402,1
v1.0,6,1,0.04545634,1
v1.0,7,1,0.152271097,1
v1.0,7,2,0.370091147,1
v1.0,8,1,0.47392825,1
v1.0,8,2,0.742515139,1
v1.0,9,1,0.770126676,1
v1.0,9,2,1.400718269,1
v1.0,9,3,0.828237364,1
v1.0,10,1,4.21357151,1
v1.0,10,2,1.846239651,1
v1.0,10,3,2.867771659,1
v1.0,11,1,0.352157881,1
v1.0,11,2,5.353730821,1
v1.0,11,3,3.78965116,1
v1.0,12,1,4.520462654,1
v1.0,12,2,1.103302794,1
v1.0,12,3,20.147019894,1
v1.0,13,1,12.87438912,1
v1.0,13,2,8.949714352,1
v1.0,13,3,39.00368108,1
v1.0,14,1,9.426413864,1
v1.0,14,2,43.283451036,1
v1.0,14,3,49.580273643,1
v1.0,15,1,31.172437739,1
v1.0,15,2,8.368900326,1
v1.0,15,3,32.080044438,1
v1.0,16,1,68.779702186,1
v1.0,16,2,35.080227899,1
v1.0,16,3,25.994907761,1
v1.0,17,1,68.587066252,1
v1.0,17,2,57.872959754,1
v1.0,17,3,40.031104998,1
v1.0,18,1,56.716517598,1
v1.0,18,2,63.475097709,1
v1.0,18,3,153.92222739,1
v1.0,19,1,160.826591181,1
v1.0,19,2,11.274201028,1
v1.0,19,3,259.188336142,1
v1.0,20,1,287.021786315,1
v1.0,20,2,303.969658226,1
v1.0,20,3,225.198622988,1
v1.0,4,1,0.001450296,1
v1.0,5,1,0.009175696,1
v1.0,6,1,0.050505761,1
v1.0,6,2,0.122006763,1
v1.0,7,1,0.1949487,1
v1.0,7,2,0.458221115,1
v1.0,8,1,1.080600719,1
v1.0,8,2,0.457503758,1
v1.0,9,1,1.179148361,1
v1.0,9,2,2.678469092,1
v1.0,9,3,1.277883471,1
v1.0,10,1,3.821841467,1
v1.0,10,2,2.12998505,1
v1.0,10,3,5.57134051,1
v1.0,11,1,5.113707404,1
v1.0,11,2,5.851135786,1
v1.0,11,3,6.48615568,1
v1.0,12,1,3.009501534,1
v1.0,12,2,9.791721266,1
v1.0,12,3,15.832192864,1
v1.0,13,1,4.712969673,1
v1.0,13,2,5.143632058,1
v1.0,13,3,13.13489729,1
v1.0,14,1,19.235421905,1
v1.0,14,2,2.275510857,1
v1.0,14,3,20.70813344,1
v1.0,15,1,37.276564148,1
v1.0,15,2,8.337345675,1
v1.0,15,3,16.223859189,1
v1.0,16,1,32.969558723,1
v1.0,16,2,113.045725289,1
v1.0,16,3,77.544450761,1
v1.0,17,1,76.21460105,1
v1.0,17,2,200.010251895,1
v1.0,17,3,144.07453186,1
v1.0,18,1,34.102080072,1
v1.0,18,2,99.073085276,1
v1.0,18,3,203.577759823,1
v1.0,19,1,60.809968097,1
v1.0,19,2,74.362284856,1
v1.0,19,3,193.891020858,1
v1.0,20,1,141.145327831,1
v1.0,20,2,297.399158541,1
v1.0,20,3,66.811215149,1
v1.0,4,1,0.001683762,1
v1.0,5,1,0.007793221,1
